250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,
150,200.24,219.92,228.56,233.6,237.24,239.24,241.38,243.06,242.68,243.76,244.32,245.04,245.6,245.68,245.72,245.96,246.64,246.68,246.96,247.2,246.8,247.04,247.6,247.4,247.52,247.72,247.8,248.14,248.08,248.14,248.36,248.16,248.36,248.46,248.28,248.56,248.52,248.58,248.66,248.6,248.62,248.68,248.76,248.86,248.96,248.86,249,249.06,248.84,249,249.06,249.02,249.08,249.08,249.52,249.5,249.46,249.5,249.58,249.6,249.6,249.54,249.48,249.58,249.68,249.58,249.62,249.68,249.62,249.52,249.74,249.66,249.6,249.62,249.68,249.66,249.72,249.8,249.68,249.82,249.76,249.74,249.82,249.68,249.9,249.54,249.86,249.7,249.7,249.74,249.66,249.82,249.48,249.86,249.7,249.7,249.76,249.78,249.78,249.8,249.88,249.64,249.78,249.8,249.8,249.8,249.84,249.7,249.78,249.9,249.88,249.88,249.82,249.94,249.76,249.8,249.76,249.56,249.76,249.54,249.72,249.58,249.66,249.58,249.96,249.94,249.96,249.9,250,250.04,249.76,249.98,249.9,249.9,249.92,249.82,249.96,249.88,249.88,249.88,249.9,249.64,249.7,249.7,249.8,249.68,249.68,249.68,249.68,249.68,249.68,249.68,249.68,249.18,249.32,249.56,249.48,249.36,249.34,249.5,249.48,249.34,249.48,249.4,249.22,249.46,249.2,249.4,249.2,249.28,249.36,248.86,249.28,249.02,248.96,249.02,248.92,248.54,248.62,248.7,248.64,248.6,248.46,248.26,248.16,247.92,247.78,247.62,247.38,247.16,246.84,245.82,245.64,245.3,243.26,242.26,239.4,233.8,200,
150,179.6,201.4,210.8,220.44,226,229.56,231.92,234.8,236.08,237.58,238.38,238.84,240.6,241.12,241.22,242.14,242.8,243.76,243.24,243.88,243.8,244.4,244.24,245.08,245.12,245.32,245.24,245.84,246.08,246.18,246.5,246.3,246.32,246.42,246.88,246.92,246.98,247.34,247.32,247.42,247.48,247.48,247.5,247.72,247.88,247.92,248.08,247.88,247.92,248,248.68,248.18,248.2,248.46,248.64,249.1,249.02,248.92,249.3,249.06,249.14,249.26,249.3,249.14,249.4,249.22,249.14,249.48,249.14,249.26,249.3,249.14,249.42,249.14,249.52,249.1,249.56,249.28,249.44,249.56,249.4,249.5,249.5,249.44,249.62,249.6,249.44,249.4,249.4,249.38,249.48,249.52,249.34,249.4,249.46,249.46,249.4,249.5,249.34,249.44,249.36,249.38,249.52,249.28,249.32,249.5,249.44,249.44,249.24,249.66,249.84,249.4,249.46,249.7,249.68,249.6,249.6,249.26,249.32,249.2,249.22,249.28,249.2,249.24,249.82,249.92,249.84,249.94,249.82,249.84,249.82,249.82,249.74,249.92,249.76,249.88,249.68,249.74,249.78,249.58,249.6,249.64,249.44,249.48,249.52,249.34,249.28,249.34,249.36,249.38,249.34,249.32,249.36,248.68,248.74,248.94,248.86,248.92,248.82,248.94,248.7,248.92,248.9,248.82,248.64,248.64,248.64,248.58,248.48,248.44,248.18,248.34,248.46,248.14,247.94,248.12,247.46,247.76,247.54,247.14,247.44,247.14,246.78,246.34,246.18,245.76,245.68,245.52,244.64,243.86,243.64,242.52,240.94,239.86,237.96,235.74,230.92,225.22,200,
150,170.44,187.88,201.24,209.08,215.32,219.52,225.32,228,230.24,231.6,233.2,235.4,234.84,236.4,237.08,237.56,239.52,239.96,240.08,240.68,240.96,241.16,241.64,242.92,242.68,243.52,243.92,242.84,244.4,243.94,244.28,245.06,244.82,244.86,244.36,244.2,245.5,246.02,245.6,246.46,246.2,246.46,246.5,246.64,246.8,246.7,246.76,247,247.6,247,247.96,246.98,248.24,247.34,248.48,248.4,248.56,248.58,248.82,248.54,248.86,248.88,248.88,248.82,248.96,248.94,248.98,248.86,248.88,248.88,248.88,248.88,248.94,248.96,248.9,249.02,249.3,249.32,249.24,249.12,249,249.28,249.16,249.36,249.3,249.3,249.2,249.14,249.16,249.14,249.04,249.18,249.16,249.16,249.16,249.18,249.08,249.24,249.14,249.04,249.14,249.16,249.02,249.16,249.16,249.04,249.14,249.72,249.16,249.46,249.56,249.42,249.28,249.28,249.56,249.4,249,248.6,248.58,248.6,248.58,248.92,248.74,248.66,249.88,249.74,249.84,249.94,249.64,249.86,249.62,249.6,249.62,249.58,249.66,249.68,249.52,249.52,249.46,249.48,249.5,249.14,249.16,249.28,249.18,249.02,249.04,249.04,249.04,249.04,249.04,249.06,248.94,247.92,248.66,248.24,248.62,248.36,248.44,248.38,248.28,248.16,248.1,248.34,248.22,248.2,247.96,247.98,247.8,247.7,247.54,247.36,247.42,247.2,247.14,246.74,246.74,246.4,246,246.1,245.98,245.68,245.02,244.86,243.84,243.56,243.86,242.94,242.08,241.06,240.02,239,237.4,235.8,233.24,229.3,225.3,219.38,200,
150,165.14,180.14,191.58,199.92,208.12,212.6,217.44,220.52,224.88,226.6,228.68,230,230.44,232.12,233.84,233.68,235.72,236.72,236.8,236.88,237.48,238.48,239.32,239.96,240.04,240.24,240.52,241.56,241.6,242.16,242.32,242.56,242.44,242.48,242.8,244.02,243.78,244.36,244.88,244.66,245.5,245.14,245.72,245.58,245.36,245.64,246.72,246.78,245.96,245.68,247.58,246.12,246.24,247.82,247.76,247.86,248.18,248.1,248.56,248.56,248.56,248.56,248.56,248.66,248.36,248.52,248.54,248.56,248.66,248.38,248.46,248.58,248.54,248.52,248.52,248.86,248.62,248.84,248.74,248.74,249.1,249,248.94,249.16,248.7,249.3,248.9,248.92,248.8,248.9,248.82,248.98,248.8,248.88,248.88,248.94,248.92,248.92,248.64,248.98,248.74,248.92,248.64,248.92,248.82,248.82,248.88,248.86,248.76,249.2,249.12,249.18,249.52,249,248.94,248.96,248.92,248.36,248.52,248.22,248.12,248.06,248,247.86,249.22,249.8,249.42,249.28,249.34,249.66,249.62,249.64,249.54,249.6,249.44,249.24,249.2,249.6,249.34,249.14,248.94,249.2,248.9,249.22,248.88,248.68,248.76,248.56,248.76,248.9,248.62,248.76,248.18,248.52,246.94,247.78,248.1,246.7,246.74,247.66,247.76,247.52,247.96,247.62,247.34,247.46,247.24,247.28,247.3,246.9,246.74,246.52,246.28,246.42,246,245.62,245.66,245.44,245.3,244.76,244.66,243.9,243.58,242.7,242.88,242.06,240.94,240.38,239.64,238.16,237.6,236.4,233.78,231.16,229.08,224.38,220.9,214.88,200,
150,161.56,174.32,184.52,193.36,200.08,205.12,210.32,214.96,219.36,221.2,223.94,225.42,226.96,227.84,228.98,230.74,231.08,232.56,233.92,234.56,234.76,235.44,236.2,239.08,238.44,238.04,238.8,240.42,241.06,239.6,239.56,241.72,240,241.6,241.52,242.3,242.76,243.36,242.78,243.44,243.34,244.46,244.2,244.38,244.24,244.62,247.1,244.54,246.96,246.5,246.74,247.38,247.76,247.14,247.44,247.1,247.42,247.82,248.22,248.24,248.24,248.14,248.18,248.24,248.02,248.3,248.22,248.12,248.22,248.16,248.16,248.24,248.24,248.18,248.58,248.44,248.34,248.52,248.7,248.66,248.96,248.82,248.62,248.8,248.54,248.78,248.8,248.56,248.56,248.7,248.54,248.56,248.62,248.56,248.74,248.72,248.42,248.46,248.54,248.6,248.38,248.56,248.5,248.6,248.46,248.68,248.32,249.14,248.32,249.04,248.9,249,248.86,248.82,249.02,247.56,248.62,247.64,247.76,247.68,247.52,247.6,247.54,247.76,249.54,249.74,249.78,249.56,248.98,249.56,249.12,249.18,249.58,249.56,249.38,249.36,248.82,249.12,249.2,249.22,249.22,248.76,248.82,248.68,248.8,248.4,248.38,248.32,248.06,248.38,248.62,248.34,248.06,247.44,247.68,247.72,247.5,246.14,245.56,247.62,247.48,246.78,247.62,246.94,246.64,246.92,246.64,246.64,246.3,246.4,246.14,245.6,245.5,245.02,245.26,244.78,244.44,244.06,243.96,243.68,243.22,242.62,242.3,241.62,241,240.14,239.12,238.4,236.62,236.4,234.76,232.68,231.2,229,225.46,221.68,217,212.1,200,
150,160.56,170.76,179.24,188.6,195.12,200.64,205.72,210.6,213.52,216.6,219.72,221.6,222.28,222.76,225.36,226.96,230.08,229.12,230.24,231,233.12,233.96,235,236.44,237.16,237.46,236.86,238.18,238.24,237.64,237.4,238.56,239.2,239.16,240.92,240.84,241.28,240.84,240.84,242.54,242.24,243.04,242.74,243.46,243.1,243.22,243.96,243.52,245.66,245.8,246.26,245.98,246.5,246.5,245.98,246.98,247.34,247.92,247.86,247.76,247.98,247.84,247.84,247.56,247.56,248.04,247.66,247.66,247.76,247.7,247.98,247.9,247.68,247.76,247.92,248.04,248.2,248.54,248.56,248.12,248.1,248.56,248.6,248.08,248.56,248.4,248.08,248.42,248.32,248.32,248.3,248.24,248.24,248.44,248.38,248.32,248.32,248.44,248.18,248.18,248.18,248.18,248.18,248.32,248.2,248.3,248.32,248.06,248.06,248.72,248.7,248.3,248.58,248.52,248.48,247.02,247.72,247.2,247.2,247.04,247.72,247.64,249.66,246.64,249.56,248.8,249.42,248.98,248.88,249.14,248.68,248.82,249.3,249.52,249.14,249.28,248.56,249.06,248.78,248.8,248.56,248.56,248.56,247.84,248.08,247.84,248.08,248.02,248.08,248.2,247.58,247.86,247.76,247.36,245.44,245.22,247.36,247.2,245,246.64,247.02,246.16,245.96,246.4,246.24,246.28,245.86,245.78,245.34,245.46,245.44,245.38,244.74,243.94,244.34,243.66,243.12,242.92,242.88,242.68,241.38,240.74,239.66,240.3,238.4,238.22,237.38,235.82,234.96,233.32,231.74,228.82,227.68,225.54,222.16,219.36,214.6,210.4,200,
150,159.72,168.32,175.2,183.52,190.84,194.76,199.62,206.38,208.46,213.34,212.92,216.8,219.56,221.92,222.68,225.48,225.76,226.88,227.32,229,228.56,230.08,231.8,231.8,233.28,235.42,235.08,236.76,235.3,235.9,235.76,236.84,238.36,239.62,239.62,239.08,239.58,240.16,239.92,240.56,240.96,241.98,241.94,242.42,242.28,243.86,243.9,244.92,245.8,243.7,243.68,243.72,244.6,245.78,246.1,245.52,246.62,246.82,247.02,246.88,247.18,247.94,247.18,247.44,247.3,247.18,247.54,247.28,247.14,247.34,247.68,247.46,247.3,247.54,247.5,247.12,247.76,247.7,247.9,247.82,247.78,247.9,248.22,247.8,248.56,249.16,247.64,247.98,248.02,248.02,248.08,247.96,248.08,248.1,247.9,248.06,247.92,247.82,248.46,248.44,248.5,247.84,248.18,247.9,247.52,248.02,247.92,248.58,248.1,247.62,247.9,248.6,248.32,248.6,248.02,247.92,246.38,246.98,246.76,246.78,247.34,247.28,247.02,248.72,249.08,248.54,248.98,248.8,248.74,248.7,248.58,248.68,248.54,249.08,249.24,248.8,248.88,248.58,248.84,248.92,248.66,248.3,248.32,248.06,247.68,247.72,248.04,248.24,247.72,247.94,247.64,247.22,247.68,247.1,247.06,246.4,246.8,246.42,244.88,244.68,244.44,244.54,244.7,245.6,246,245.62,245.44,245.58,245.06,244.88,244.2,244.2,243.76,243.44,243.2,242.92,241.96,241.82,241.98,241.16,241.16,239.9,239.34,237.7,236.98,236.6,235.8,234.44,232.86,231.66,229.02,227.12,225.52,223.34,219.88,216.82,213.1,208.6,200,
150,158.68,166.12,173.52,179.92,185.92,191,197.96,201.96,205.24,209.44,209.92,214.4,215.04,219.08,219.48,220.04,222.48,224.6,225.56,226.28,227.8,228.6,230.48,231.2,232.24,232.86,234.88,233.34,233.72,233.2,237,236.54,235.48,235.56,236.68,237.7,238.52,238.92,239.08,239.68,240.62,240.76,241.32,241.24,241.42,241.34,244.8,245.24,245.1,241.76,244.7,244.3,245.26,245.42,244.62,245.46,246.26,246.6,246.28,246.94,246.86,247,246.92,246.84,246.98,247,246.82,247.32,246.66,246.76,247.12,247.12,246.94,246.78,247.18,247.42,247.54,247.52,247.32,247.62,248.12,248.1,248.1,248.16,247.84,248.14,247.62,247.94,247.74,247.82,247.66,248.72,248.4,247.68,247.88,247.98,247.68,248.2,247.86,247.74,247.48,247.96,247.78,247.54,247.56,247.62,247.18,248.38,247.74,248.92,247.76,247.84,248,248,247.4,247.9,245.58,245.62,246.22,245.92,245.5,246,248.92,248.62,248.58,249,248.58,249.6,248.64,248.4,249.36,248.62,249,249.32,248.4,248.32,248.72,249.3,249.34,248.94,249.24,248.7,248.58,247.22,247.12,247.64,246.84,246.88,247.1,246.96,247.62,247.12,246.9,246.6,246.02,246.52,244.06,246.64,243.72,245.62,244.98,245.42,245.14,244.92,244.72,244.72,244.46,244.94,244.68,244.56,242.94,243.2,242.36,242.38,242.4,241.98,242.04,241.04,240.02,240.38,239.02,238.1,237.96,236.48,235.8,234.86,233.94,233.02,231.42,229.8,227.34,225.56,224,222.44,218.28,214.06,211.5,208.34,200,
150,157.38,164.22,171.64,178.62,183.74,188.32,193.7,197.5,200.9,205.5,208.16,210.12,214.28,214.76,217.24,216.92,220.28,222.52,223.52,225.32,224.72,228,228.2,228.08,230.52,231.5,231.4,231.2,232.42,233.18,234.34,236.32,236.26,232.72,233.96,236.42,236.46,238.34,237.88,238.86,238.6,240.42,240.46,240.22,240.3,242.84,242.9,242.46,244.74,244.72,243.76,245.02,245.44,244.82,244.24,244.92,246.28,245.74,246.94,246.74,247.66,247.6,246.84,246.52,246.46,246.82,246.8,246.56,246.78,246.52,246.62,246.66,246.4,246.9,246.52,247.32,247,247.86,247.22,247.18,247.2,247.86,247.86,247.48,247.48,247.5,248.32,247.38,247.68,247.48,247.5,247.48,247.54,247.54,247.4,247.6,247.42,247.5,247.36,247.3,247.2,246.98,247.06,247.06,247.3,247.2,247.74,248.5,247.98,248.08,248.14,248.54,248.56,247.96,247.94,246.62,247.4,245.8,245.18,244.96,244.96,244.92,246,245.28,248.08,249.22,248.88,248.42,248.2,248.18,248.2,248.2,248.2,248.2,248.84,248.94,248.94,248.38,248.64,248.86,249.22,248.08,247.32,247.66,247,246.58,246.6,247.36,246.86,246.98,247.04,246.68,246.42,246.68,245.34,246.08,245.82,243.72,243.1,242.72,244.66,244.82,242.78,244.38,244.72,244.28,244.32,244.16,244.12,243.84,242.54,243.2,242.16,241.98,241.62,240.68,241.4,239.84,239.82,238.28,237.9,236.7,236.42,235.36,234.6,233.62,232.54,231.6,230.08,227.12,226.12,224.1,222.32,219.44,216.02,213.58,210.56,206.58,200,
